link,price_eur,region,sqm,floor,elevator,rooms,summary
https://www.imovirtual.com/pt/anuncio/apartamento-t3-terraco-contemporaneo-lourinha-ID1i2ko,525000,"Rua Dom Sancho I I, Lourinhã e Atalaia, Lourinhã, Lisboa",145,,não,T3,Apartamento T3 | Terraço | Contemporâneo | Lourinhã
https://www.imovirtual.com/pt/anuncio/apartamento-t3-novo-acabamentos-de-excelencia-lourinha-ID1i6hL,645000,"Rua Dom Sancho I I, Lourinhã e Atalaia, Lourinhã, Lisboa",138,,cozinha separada,T3,Apartamento t3 | Novo | acabamentos de excelência | Lourinhã
https://www.imovirtual.com/pt/anuncio/oportunidade-unica-de-investimento-em-odivelas-50-de-predio-em-prop-ID1hghe,380000,"Rua 8 de Junho - Bairro da Mimosa, Odivelas, Odivelas, Lisboa",178,0,não,T4,Oportunidade única de investimento em Odivelas – 50% de prédio em prop
https://www.imovirtual.com/pt/anuncio/apartamento-t3-para-venda-ID1icZw,350000,"Rua Maria Pia - Urbanização Terra das Índias, Vialonga, Vila Franca de Xira, Lisboa",101,1,garagem,T3,Apartamento T3 para venda
https://www.imovirtual.com/pt/anuncio/apartamento-t3-para-venda-ID1icZt,550000,"Rua Júlio Dinis, Portela, Moscavide e Portela, Loures, Lisboa",135,1,sim,T3,Apartamento T3 para venda
https://www.imovirtual.com/pt/anuncio/apartamento-t3-para-venda-ID1icZo,335000,"Rua das Pedrinhas, São Miguel de Alcainça, Malveira e São Miguel de Alcainça, Mafra, Lisboa",100,2,não,T3,Apartamento T3 para venda
https://www.imovirtual.com/pt/anuncio/apartamento-t2-com-amplo-terraco-de-29-m-na-serra-de-carnaxide-ID1icZd,424000,"Centro da Amadora, Venteira, Amadora, Lisboa",98,,não,T2,Apartamento T2 com amplo terraço de 29 m² na Serra de Carnaxide
https://www.imovirtual.com/pt/anuncio/t5-duplex-na-tapada-das-merces-com-225m2-com-lugar-de-parqueamento-ID1iaw1,480000,"Mercês, Algueirão-Mem Martins, Sintra, Lisboa",235,9,não,T5,T5 duplex na Tapada das Mercês com 225m2 com lugar de parqueamento
https://www.imovirtual.com/pt/anuncio/espacoso-apartamento-t4-na-prestigiada-portela-de-sacavem-ID1hzUP,587500,"Rua Vasco Santana, Portela, Moscavide e Portela, Loures, Lisboa",150,3,sim,T4,Espaçoso Apartamento T4 na Prestigiada Portela de Sacavém
https://www.imovirtual.com/pt/anuncio/excelente-t3-com-vista-vista-de-horizonte-ID14tFt,559000,"Avenida Dom António Ribeiro - Urbanização do Neudel, Damaia de Cima, Águas Livres, Amadora, Lisboa",140,6,sim,T3,Excelente T3 com vista - Vista de Horizonte
